reporter	gene	a15234.R	a15234.G	a15235.R	a15235.G	a15236.R	a15236.G	a15237.R	a15237.G	a15238.R	a15238.G	a15239.R	a15239.G	a15240.R	a15240.G	a15241.R	a15241.G	a15242.R	a15242.G	a15243.R	a15243.G	a15244.R	a15244.G	a15245.R	a15245.G	a15246.R	a15246.G	a15247.R	a15247.G	a15248.R	a15248.G	a15249.R	a15249.G	a15250.R	a15250.G	a15251.R	a15251.G	a15252.R	a15252.G	a15253.R	a15253.G
PU09220	C057P09	434	493.5	885	693.5	560.5	652	583	904	442.5	384	515.5	186	492.5	614.5	967	552	526	635	359.5	423	915	829.5	513.5	416	610.5	472.5	746	1594	749.5	1166.5	487	1054	595	627.5	635	1872	1157.5	2295.5	519	1216
PU09046	C035P37	4164.5	4205	5435	5062.5	11540	18989	11727.5	18252	3119.5	3072	2969	2181	18352.5	31071	27024	14315	3142.5	5052	2866.5	4793.5	39804	48306	12787.5	14120	4614	3940.5	16115.5	19246.5	27243.5	25474.5	13662.5	17818.5	2422	1605	19918	11721.5	29068	11119.5	18095	7113
PU08855	C035P17	3057.5	3632.5	6289	4946.5	1619.5	3150	1593.5	4332.5	2836.5	2662	1819	1177	2456.5	4915	3339.5	3131	2980	3176.5	2276.5	3019	5379.5	4594	1709	1384.5	2879	1791.5	2077	700	3350.5	887.5	1476.5	673.5	1589.5	1641	2525	7053.5	4552.5	7556	2311.5	4097
PU09040	C033P50	768	903	1378	1128.5	2234.5	4672.5	2269.5	4787	589.5	686	608	513	2919.5	6366.5	4421.5	2910	625	1041.5	513	784	5860.5	4871	2702.5	2107	832.5	504	2527	1316	3586	1552	1930	1197.5	590	858	2855.5	8223.5	4811.5	8969	3032	5441.5
PU08849	C033P39	403.5	427	636.5	628.5	423	1004	332.5	966	286	261	339.5	147.5	589.5	1166.5	969	756	410.5	486	315.5	409	937.5	1146	477.5	528	448.5	242	497.5	512	849	651	352.5	380.5	391.5	381	481	678	821.5	752.5	416	475.5
PU09034	C032P71	533.5	523.5	993.5	813.5	152.5	388	133	349.5	480.5	469.5	578.5	263.5	192.5	533.5	479	277	605	682.5	400.5	573.5	507.5	697	179.5	192	594	409.5	233	327.5	391	390	109	232.5	454	439	219.5	520	530	719	212	326
PU08843	C032P52	51705	50243.5	64723.5	56535.5	1366	2380	1295	3182	40277	32981.5	65535	41322.5	1558.5	2663	2212.5	1934.5	41458	38193.5	35849.5	41598.5	2911	3257	1393.5	1483.5	60151.5	41326.5	1566.5	1808	1994.5	1859.5	1234.5	1417.5	54933	44695	1557.5	5451	2728	6401.5	1580	3699
PU09028	C031P23	757.5	762.5	1316	964.5	723	1569	686.5	2107	611	562.5	906	406	850	1812.5	1336	1235	681.5	727.5	368	641	1583.5	1800.5	731.5	774	871	573.5	916	878.5	1068	856	604	690	841	725.5	892	1729.5	1818.5	1969.5	852	1068
PU08837	C031P10	586	681	1014.5	974	1146	1824	1113.5	3288.5	452	463	607	360.5	1196	2066.5	1928	2111.5	503	650.5	336.5	448.5	2273	1607	1186.5	717.5	781.5	366	1453.5	548	1225	578.5	881	399.5	594.5	819	1360	5063	2375.5	5554	1177.5	3112.5
PU08664	C013P54	23743	20162	29337.5	20984	1681	1916.5	1528.5	2338	18555	12452	29607.5	15290	1762	1992	2336	1340	17513	14432.5	17735.5	17226.5	2897.5	4086.5	1549	2055	25144.5	15373	1933.5	3528.5	1700	3005	1323	2566.5	21124	15186.5	1855	2067.5	3441.5	2381	1608	1227.5
PU08472	C013P30	2173	2105.5	3635.5	2742.5	600.5	895	599.5	1301	1923	1516.5	2066.5	970	683.5	1063	1132	791.5	2035	1964	1502.5	1725.5	1208.5	833.5	566	420	2149	1442	784	661.5	741	731.5	440	433.5	1800	1738.5	642	2200.5	1440.5	2797	622	1384
PU08658	C012P01	743	814.5	1341	1260	1072	1664.5	1242.5	2343.5	714	745.5	616	374.5	1098	1759	1820	1268	839.5	955.5	465	621.5	2002	1667	1072.5	850.5	692	517.5	1317.5	1078	1181.5	949	973.5	673	755.5	999	1082.5	4109.5	2381.5	5107.5	1112.5	2841.5
PU08466	C011P71	154.5	254	459	435	628	1126	740	1763.5	142	206.5	306	152.5	641	1127.5	1001	834	255.5	410	81	127.5	1070	1018	670.5	590	226	113.5	799.5	371	818	345.5	517.5	190.5	301.5	444	621.5	2260	1245.5	2593.5	689	1638
PU08652	C010P80	5302.5	5482	6972	6720.5	566	1017	524	1880	4558.5	4044	3445	2019	825	1557	1349.5	1622	4563	4791.5	3556.5	4526	1425	1176	687	545	5154	3326	716.5	437.5	1127.5	514	535	320	2810	2549.5	826	1291.5	701.5	770.5	704.5	755.5
PU08460	C010P55	3590.5	4728	7579.5	5965	185.5	298.5	160.5	1316.5	3640.5	2999.5	3453	1983	256	328.5	521	981	3986	3962	3179.5	4244.5	640.5	208.5	233.5	98.5	4279	2996	254	76.5	419.5	178.5	170	54.5	2612	2331	242	169	503	242	256.5	125
PU08646	C008P37	2579.5	3009.5	4816.5	3714.5	924	1696	913.5	2944.5	2231	1917	1551.5	872	1311	2268.5	1834	2060.5	2395	2465.5	1744	2440.5	2568.5	1848	932.5	671	2326	1364.5	1066.5	295	1600.5	360	815	253	1402.5	1321	1249	2728.5	2187.5	3125.5	1197	1794.5
PU08454	C008P11	2666	3216.5	5135.5	4115	1297	2992	1163.5	3929.5	2618.5	2344.5	1375	860.5	1772.5	4022	2445	2823	2970	2842	1791	2308.5	3380.5	2022.5	1369	764	2375.5	1254.5	1673	427.5	2285	466	1182	335.5	1326	1289	1820	4373.5	3268.5	5045.5	1608.5	2695.5
PU08286	G128P56	47030	41229	57890.5	41652.5	917	1673	980	2351	32541.5	24573	53023.5	30261	1153	2181	1620	1378	36354.5	29826	32818.5	33868	2274	2426.5	1043	933.5	44889.5	31388.5	1120.5	778.5	1550.5	936.5	749	635.5	31629.5	26398	1236	3303.5	2131	3603.5	1238.5	2150
PU08106	G128P46	940	1193.5	1268	1249	3171.5	5393.5	3120	6875	545.5	800.5	707	583.5	3413	6650.5	4997.5	4006.5	698	1227.5	462	966.5	7273	8363	2936	3307.5	878.5	576.5	3650	2549	4002.5	2421.5	2986	2062	628	543.5	3930.5	3810.5	7010	4431.5	4008.5	2465.5
PU08280	G127P30	0	4	15	0	0	19	0	41	0	5	45	0	0	0	91	38.5	0	24.5	0	13.5	0	48	0	25	0	30	3	101.5	5.5	89	0	70	0	55.5	0	39	0	56.5	0	36
PU08100	G127P17	1018	957.5	1543	1048	3269	5383.5	3019.5	4621	698.5	823.5	1028	707	3889.5	5855.5	4894	2743	876.5	1515.5	642.5	1369.5	6215.5	9146	3579.5	4479.5	1325.5	1222.5	4408.5	6095	2693.5	4345	2572.5	4131.5	852.5	1260.5	4325	11109.5	7403	12336	3641.5	6942
PU08274	G126P44	18134.5	17120	22726.5	17850.5	1928.5	2809	1822	3141	13899.5	10820.5	20371.5	12145	2152.5	2859	2719.5	1675.5	14043	12707	13348	14351	3311	4555	1956.5	2418	20318.5	13278.5	2290	2808.5	1780	2206.5	1764.5	2092.5	15365	13525.5	2274	6612	3715.5	7101	1999	4374
PU08094	G126P33	0	23.5	78.5	27	79.5	140	43	165.5	0	37	66	0	128	173	296	165.5	38.5	145	0	18.5	119	171	33.5	68	28	71	154	293	128.5	317	38	193.5	34.5	166.5	66	363	187	262	58.5	184
PU08268	G125P62	303	82.5	585.5	194	1987	531.5	2206.5	467	255.5	84	473	47.5	1968.5	560.5	2783.5	282.5	355	353	183	247.5	3481.5	1781.5	1866.5	860	631	1311.5	2633.5	9512	1651.5	6570.5	1869	6931	441	504.5	1989.5	3047.5	4285.5	3615.5	2239.5	2137.5
PU08088	G125P51	244.5	471	601.5	510	981	2306	1020.5	2667.5	249	354	368	285.5	1011.5	2015.5	1327.5	1324.5	309.5	671.5	174.5	429	1557	2646	1000.5	1715	344.5	278.5	1160.5	1048	1109.5	846.5	812.5	733.5	300	281	1060	589.5	1785	440	1152.5	233.5
PU07920	G114P89	7795	8614	8462.5	8495	9759.5	13688	10360	20198.5	4857	4547	6100.5	4113.5	13809	19682.5	19404.5	14189	5916	6852	5265.5	6887.5	23525	19202	12658	8162.5	8863.5	7162	10014	8163.5	14568.5	9419	8616.5	7844	4543	6214.5	12015	29970.5	14617.5	23150.5	13036	21760
PU07728	G114P78	3096	2837.5	4697.5	2920	4528	5038.5	4857	3457	1911.5	1668	2536.5	1619.5	5862	7001.5	8564.5	2461.5	2716	4280.5	2110	4501.5	10360	23528.5	5288.5	10360.5	4056.5	3747.5	4140.5	7842	6154.5	9255	3481	7356.5	2073	1748	5937	5209.5	8452	4753.5	6064	3665
PU07914	G114P42	1787.5	2701	2742	2751	2386	4910	2236.5	6086.5	1082.5	1224	1412	1191	3352.5	6672	4479.5	4304.5	1310.5	1811	1223	1901.5	6448	5650	2297.5	1838.5	2219.5	1449	2945	1422.5	4135	1776.5	2104.5	1254.5	1299	1169	3428	3662.5	5604.5	3882.5	3038	2279.5
PU07722	G114P33	14381	14345.5	21691.5	14666	4461	1057	4844.5	951.5	10938.5	7887	13438	7731.5	6197.5	1301.5	8029.5	602	12119	11620.5	10119.5	12554	11452	17491	4823.5	6303	16682	12161.5	5644	11749	7055	13127	3648	9560.5	10714	9338	6403	11684	10750	12587.5	5420	7110.5
PU07908	G113P81	36116.5	32017.5	47972	34636	1355	2759.5	1414	3903.5	24638.5	19423	44887.5	25216	1746.5	3597	2457	2441.5	24917	23845.5	24208	25541	3325	3036	1517.5	1144	34712.5	24259.5	1824	1207	2383.5	1374.5	1221	947.5	35470	27242	1843	3385.5	2993	3647	1735.5	2091.5
PU07716	G113P72	2895.5	3918.5	4719.5	5017	28741	49554.5	23904.5	57179	2165	2801	2707	2691	31888.5	54735.5	47190	38806.5	2383	3903.5	1727	3441.5	50624	60032.5	29930	33290.5	3351	3079	39105	42477.5	42753	38971.5	29071	31518	2695.5	1631.5	43531.5	27365	61032.5	27819.5	41861	17296
PU07902	G113P09	2924.5	3663.5	4606	3798.5	168.5	714.5	147.5	744.5	2159.5	2099.5	2954.5	1984	226.5	968.5	412	404.5	2569.5	2786.5	1880	3088.5	389.5	542	168	196	3605	2806	220	122	209.5	118	103	69.5	2000	2159	217	184.5	368.5	157	200.5	80.5
PU07710	G112P91	722.5	757.5	1194	1081	4114	6959	4096	7852	481.5	597	785.5	578.5	4829.5	8135.5	6575	4462.5	617	1048	408.5	868	8094.5	9809.5	4263.5	4433	898.5	752	5732	5375	4337.5	4155.5	3850	3932	696	920.5	5261.5	10235.5	8940	11232.5	4583	6310.5
PU07536	G101P94	302	291.5	454.5	192	489	315	543	336.5	158.5	105	330.5	29.5	583	389	914.5	215	287	345	59.5	143	623.5	496	508.5	330.5	365.5	361.5	369.5	746.5	363	784.5	212.5	542.5	155	325.5	316.5	1337.5	395.5	935.5	264	823.5
PU07344	G101P80	864	961.5	1441	1220	3748	5938	4999	8375	670	775.5	805.5	634.5	3940.5	6259.5	5833.5	4008	882	1383.5	574	1114	7338	8811.5	4016	4674.5	947	894.5	4267	5555	2778.5	4226	2519	3853.5	757	896	4403.5	7628	8794	8613	4573.5	4962.5
PU07530	G101P20	15836.5	14427.5	21493.5	15141.5	4443.5	4724.5	4213.5	3341	12128	8737	19094.5	11200.5	4751	5042.5	6538.5	2587	14345.5	13117	10530	13112	6294	12189	4076.5	7272.5	16970.5	13119	5147.5	13564.5	4611	10190	4034.5	10486	11114	10061	4618	4705.5	7664	3965	4739	2832
PU07338	G101P14	409.5	527.5	751.5	656	1872.5	2895	2041	3759	337.5	399	581.5	352.5	1904.5	2980.5	2525	1819	486	834.5	288	578.5	2938	4250	1789.5	2262.5	529.5	495	2424.5	2673.5	2035.5	1853	1720	1936	538	640	1935.5	3162	3519.5	3827	2178.5	2173
PU07524	G100P25	17133	15744.5	19611.5	15345.5	4616.5	8749	3816	16110.5	11729.5	8286.5	19178	10237	7495.5	15330.5	10234	14062	12717.5	10367	11825.5	12021.5	16120.5	8525	4714	2237	18932.5	11121	6834	1966.5	10807.5	2584.5	6094.5	1826	15526.5	11695.5	7567	10647	11838.5	11097	6611.5	6293.5
PU07332	G100P11	248.5	279.5	496	345.5	254	423	184	605	132.5	125	352	97.5	359	656.5	632	514.5	197.5	373.5	109	278	771.5	759.5	209.5	190.5	380.5	252	370.5	348.5	541.5	389.5	191.5	273.5	290.5	280.5	358	45.5	548.5	81	311	31
PU07518	G099P37	1651.5	1980.5	2676.5	2169.5	2905	5029	2582	5094	1082.5	1364	1524	1205.5	3814.5	6534	5398.5	4120	1337.5	2309.5	1045	2198	5763.5	7040	3025	3128.5	2072	1834	3279.5	3487.5	4551	3844	2195	2825.5	1387	927.5	4190.5	3500	4941.5	2913.5	3476	2174.5
PU07326	G099P25	11366	11648	15613.5	10533.5	662.5	418	617.5	395	8763	6261	9233.5	5551.5	956	554.5	1319.5	289	8387.5	7651	7530	9052.5	1715.5	673.5	730	345.5	10994	7531.5	784	823	1023.5	827.5	473.5	631	7145	6754.5	964	6384	1412	6685	836	4106.5
PU07152	G089P71	1756.5	770	2365.5	983	7981	4500	7812	4368	970	582.5	1561	455.5	9483.5	5729.5	13812.5	2865	1264.5	1063.5	1082	965	20333.5	8371	7794	2857.5	1660	370.5	9722.5	1351.5	13470	1634.5	7246	1157.5	1533.5	5823	9212	48670.5	15440	57427.5	9469.5	40818
PU06960	G089P61	464.5	73.5	875	301	2109	313.5	2051	72	240.5	127	378.5	1.5	2366	395.5	3358	97.5	538.5	1510.5	281.5	1165.5	4786.5	10993	2040	4285.5	602	1051	2459.5	5799	2913.5	5852	1937	4779	356.5	217.5	2742	720	4970	676.5	2622	416.5
PU07146	G089P02	446.5	659.5	689	717.5	2071.5	5056.5	2347.5	5422	258	486	460	473	2545	6022	3268.5	3089	309	705.5	244.5	540	4804.5	6501.5	2054	2579.5	461	273.5	2833.5	1440	2828.5	1335.5	1773	1058	390.5	295	2751	1723	5035	2025	2728	1084
PU06954	G088P91	304	271.5	475	387	1202	2022.5	1470	2737	136	181	366	205	1447	2608	2016.5	1444	262.5	605.5	107.5	410	2490	3845	1194	1633.5	407	312.5	1662.5	1830.5	1144.5	1423.5	1026.5	1256.5	245	276.5	1387	1847.5	2951	2062	1490.5	1158.5
PU07140	G088P21	962	1037.5	1334.5	1089	3282	5198	3905.5	6200	677.5	722.5	920.5	588	4036	5752.5	5048.5	3282	833	1150	530	906.5	6462	6253	3438	2959	1032	826.5	4431.5	4317	2731	3158	3130.5	3050.5	760	1521.5	4095	12498.5	7978.5	14731	3866.5	8068
PU06948	G088P11	1553.5	2564.5	2211	2880	4799.5	10019.5	5820.5	17358.5	1130.5	1692	1503	1517	5138	11128.5	6720	8293	1175.5	1476	755	1379.5	8814.5	6786	5089	3523.5	1378.5	616.5	6370.5	2132.5	3616	1430	3455.5	1377	1084	1208	5519	6631.5	11131	7866	5940.5	4607.5
PU07134	G087P47	2333.5	3254.5	3358	3293.5	947	2258	1058	3836	1694.5	1863.5	1991	1691.5	926	2340.5	1366.5	1823.5	2349	2702	1478.5	2432	1627	1692.5	947	883.5	2771.5	2245.5	1196	622	864	431.5	791.5	381.5	1610.5	1716.5	1122	350.5	2009.5	296	1152	168.5
PU06942	G087P34	590.5	936	1047	1094.5	260	963.5	249	706	499	591.5	678	417	393	1085.5	595	504	720	892	451	751.5	547	934	267	465.5	826.5	687	419	239.5	545.5	251	248.5	112.5	653.5	597.5	391	320	740	224.5	319	100
PU06768	G077P55	8317	8729	8482	8968	11452.5	22306	11940.5	30859	5742	4791	7609	5344	17797	34214	25051.5	21909	6465	6054	5271	6636.5	40990	23674	12937	7089.5	9533.5	6291.5	14594	6517	23084	8369	12460.5	5880.5	5655	5124	18623.5	23508	29321.5	22541	17530	14664
PU06576	G077P32	19664.5	19336.5	27167	17893	2135.5	4807	1700	3607	13976.5	10508	18470.5	11414.5	2745.5	6513.5	3908.5	2920	14191	13216.5	12991.5	16848	4262	6044.5	2247	2842	20287.5	13930	2335.5	2227	3660	2848	1676	1886.5	11454.5	10939.5	2883.5	3653	3761	2928	2570.5	2243
PU06762	G076P66	1649	2490	2550.5	2690.5	3332	4770.5	2839	6677.5	919	1028	1407	1096.5	4669.5	6822.5	6182.5	5698	1326	1473.5	971.5	1378	7954	5762	3031.5	1967.5	2023.5	1310.5	3780	3114.5	6003	3709	3107	2797.5	1243	1803	3986.5	11149.5	5803	9453	3699.5	6804.5
PU06570	G076P59	527.5	589.5	819	686	3010.5	3194.5	3605	4233.5	278.5	257	557	302.5	4165	4347	5331.5	2552.5	451.5	686.5	293.5	564	8475	9186	3154.5	2935.5	710	903	3548	6504	4821.5	7217.5	2148	4560	384	400	4360.5	5203	8118	6175.5	4439.5	3420
PU06756	G075P70	4381.5	5157.5	6526.5	5339.5	478.5	893	354.5	1246.5	3305.5	2974.5	4136.5	2823.5	688.5	1273.5	905.5	843	4134	4115.5	3348	4718	1411	1587.5	565	586.5	4882	3800	586	492.5	840.5	607.5	447	459.5	2916.5	2898.5	668	1372.5	1222.5	1504	673	918
PU06564	G075P54	336	467.5	484.5	500.5	1624	2293	1563.5	3893	124	160.5	361.5	222	1803	2540	2429.5	2318	248	377.5	74.5	237.5	3756	3191.5	1620	1231	362	167.5	2081.5	900.5	2489.5	913.5	1524.5	719.5	249.5	696.5	2117.5	7662	3668.5	9141	1946	5096
PU06750	G074P84	4046	5570	6805	6002.5	281.5	603.5	278.5	604	3473.5	3339	3593.5	3011.5	455	720.5	650	466	4528.5	4525	2982	4639	727	866.5	265.5	362	4725	4147	469	489	501	556	207.5	375	2715.5	3218.5	428.5	1040	750	1226.5	402.5	677
PU06558	G074P67	611	658	906.5	716.5	3007	4251.5	3522	5567	415	443.5	713	385	3738	4935	4549	2829	630.5	977.5	331	824	6215.5	7706.5	2917	3655	791	844	3811.5	5516	2660.5	4271.5	2740.5	4038	507	854	3711	7478.5	7191.5	8565.5	3789	4863.5
PU06384	G064P15	5838	6337.5	7384.5	6160	2003	4542	2298	7482.5	4319.5	3438	6001.5	3694	2029	4676.5	2963	3760.5	5288	4306.5	4205	4795	3581	2800.5	2007	1392	6107.5	4129.5	2247	511	1682.5	490.5	1629.5	334.5	3534	2985.5	2290	1869	4125	2032	2273	1251
PU06192	G064P03	126.5	155	404	317	424	1055	493.5	1244.5	86	127.5	221.5	22	458	1101	742	676.5	167.5	401	35	237.5	883	1152.5	441.5	561	245	167	582	402	377	336	279	285.5	224.5	250.5	432.5	370.5	1192.5	305.5	593	156
PU06378	G063P38	7024	8640	10655	9689	754.5	50	837.5	71.5	5547.5	5123	6661.5	5180	667	0	1062.5	68.5	7073	7002	4276.5	6710.5	1173	231.5	756.5	122	7955	7489	877.5	3357	548	2340	589	2555.5	3091	4378.5	814	2036	1437	2357.5	896	1386
PU06186	G063P29	36885.5	37867.5	51964.5	42356.5	383	591.5	377.5	857.5	28374.5	24084.5	51444.5	29146.5	388.5	686	534	380	33044	29051	23726.5	28186.5	661.5	781.5	376	395.5	38763.5	28601.5	527.5	538	466.5	313.5	282	264.5	31703	29599	355.5	1652.5	874	1944	419.5	1036
PU06372	G062P31	85	30.5	134	201.5	544.5	66	398	240	1	16	133	0	891	116.5	1260.5	218.5	89.5	239.5	30.5	91.5	1944	1171.5	517.5	300	302.5	486.5	737.5	1869.5	1230	2436.5	571	1662.5	83	229.5	724	1978.5	1421.5	2115	701	1194.5
PU06180	G062P14	437.5	461	670.5	511.5	633	852.5	684.5	923	173	147.5	425	237.5	1107.5	1377.5	1462	665	400.5	610.5	331.5	619.5	2222	2665	683.5	683.5	894	752.5	903.5	849.5	1326.5	950	601.5	654.5	373.5	564	1033.5	3986.5	1766	4278.5	911.5	2254.5
PU06366	G061P40	76.5	194.5	268.5	209	449.5	943	242.5	1412	0	48.5	137	35	736.5	1431.5	1098	1270	22	108.5	0	41	1218.5	770	482	321	92	64.5	559	399	901.5	456	392.5	254	41	90	687.5	901	992.5	570	554	453
PU06174	G061P29	13708.5	14612	20003.5	14261.5	2008.5	2049.5	1472	1887	9757	7886.5	13083.5	8510	2550.5	2668.5	3695.5	1375	13064	10972	8201	11466	2975	5281	1845.5	2973.5	13846.5	10639	1748.5	3906	2515.5	4347.5	1081.5	2744	8562	8043	2665.5	2033	2996	1581	2196.5	1201.5
PU06020	UB63CPF09	1748.5	1924	2879	2124.5	2365.5	3909	2483	5141	1423	1107	1452.5	826.5	2951.5	5025.5	4082	3051	1801.5	1720	1516.5	1740.5	6490	6153.5	2576	2291	2087.5	1500.5	2586.5	2258.5	3663.5	2658	1632	1761	1534	1272.5	3144.5	3868.5	5786.5	4280.5	3495.5	2620
PU05828	UB61BPF06	6917	8330	9801	9275.5	6870	16586	7504.5	26937	4787.5	5169.5	4854.5	3684	7361.5	18062.5	10074	14926.5	6050	5809	3143.5	5329.5	14223.5	14016	8267	7294	6307	3675	7854	2587	9060.5	2482	5125	1892	3830	2483	8995.5	1045	14181	655.5	9458	538
PU06014	UB63CPF02	16859	15211.5	22374.5	15916.5	3018.5	6983.5	2522.5	8925.5	11193	8535.5	20893	11515	3516	8242	4695	6930	13597	11015.5	10263.5	12685.5	5735.5	6563	2930	3063.5	16819.5	11276	4101.5	1011	4654	1121.5	2449	762.5	14464	10915	4204.5	1645	5999	1444	3786	1080
PU05822	UB61BPE07	4317.5	5476	6321	6185.5	2556	5404.5	2998	11317	3418	3252	3302	2256.5	2792	5811.5	3691.5	5912	3798	3803.5	2709.5	3507	4776.5	3244	2418	1718.5	4190.5	2572	3066.5	767.5	2138	606	2020	492.5	2264	2042.5	3071.5	1159.5	5291	1018	3158	928.5
PU06008	UB63CPE05	1655	1956.5	2929	2291	349.5	1275.5	436	1989.5	1615	1319.5	2000	1184.5	383	1361.5	651	994	1828	1782.5	1451	1719.5	724.5	400.5	337	165.5	2106	1411	444.5	95	381.5	171.5	242.5	25	1377	1227.5	423	43.5	843.5	52.5	416	22
PU05816	UB61BPD10	2029.5	2381.5	3180	2636.5	166	129	150.5	148	1956.5	1728	1583.5	920	187	168	372.5	123.5	2011	2206	1422.5	2076.5	370.5	911	150.5	405	2076	1557	231	386.5	166	368	74.5	193.5	1232	1297	176.5	443	423.5	473.5	209.5	270
PU06002	UB63CPD12	1662	1844	2510.5	2344.5	2386.5	6507	3132.5	7000	1424	1442	1493.5	1225.5	2441.5	6870.5	3459	3103	1663	1881.5	1102	1682	4469	5635.5	2710.5	3925.5	1761.5	1163	2812	706.5	1761	557	1652	402.5	1213.5	1164	2826	749.5	5675.5	909	3502	471
PU05810	UB61BPD04	3459	3876	5218.5	4292	681	1575	715.5	2247	2997.5	2721.5	2745	1823.5	729	1865	1012.5	1272.5	3528	3452.5	2185.5	3103.5	1108.5	1101	655.5	563.5	3215	2446.5	892	307.5	951	265.5	637	173.5	1962	2120.5	727	1686	1579.5	1947.5	849.5	1058
PU05636	UB52DPC06	1334.5	1292.5	1875	1873.5	1296.5	1649.5	977.5	3312	1005.5	806.5	1665	911	1872.5	2296.5	2722.5	2999	1221.5	1278.5	922	1020.5	4426.5	732.5	1496	289	1851	1306.5	1484.5	2350.5	2753	3297.5	1360	2162	1390.5	1118.5	1504	3287.5	3062	3393	1798	2051.5
PU05444	UB51DPB02	3712.5	4168	6362	4506	2183.5	4140.5	1929	4497	3292.5	2579	2875	1836.5	3129.5	5910	4156	3216	3335.5	3387.5	2638	3519.5	6092.5	7200.5	2469.5	2420	4263	2991	2170	1735	3457.5	2107	1824.5	1476	2647.5	2267	2913	5565	3831.5	4766	2910	4030.5
PU05630	UB52DPC01	773.5	870	1335.5	1085.5	806.5	911.5	714	848.5	577	571.5	825.5	537	1084	1299	1441	587.5	773	956	506.5	860.5	2194	3722.5	837	1201	1073.5	919.5	967	1763.5	1324.5	2025.5	691	1455.5	693	634	1123	232	1858.5	189	1024.5	109
PU05438	UB51DPA04	38570	41883.5	59956	49050	944.5	995.5	554.5	1351.5	29423	26444.5	46583.5	28997	1126.5	1395.5	1785	904	35963	34342	25666.5	31454	1443	1402.5	1311	1397.5	44942	33740.5	752.5	1276	995.5	1278.5	397	946	33820.5	31875.5	957	3350.5	833.5	2215	978.5	2419.5
PU05624	UB52DPB10	25984	27348	37875.5	31633.5	8009	19113	6057.5	20729.5	17750.5	16962.5	32151	20851	10173.5	23249.5	12623	15771.5	23099	21767.5	17919	20588.5	14199.5	13935.5	10343.5	8107	29876.5	20798.5	13831.5	3832.5	18122	4064	9077	2950	24503.5	20748	13661.5	11538.5	15080	8921	11714.5	6891.5
PU05432	UB50DPH01	7487	8039	11037	8721.5	1201	2183	1181.5	2799.5	5172	4672.5	5599.5	3613	1523	2765	2149	1845.5	6861.5	6670	3543.5	5816.5	2333.5	2209	1296	1159	6864.5	4757	1527.5	1020	1811.5	1116.5	1044	779.5	3748	3811.5	1620.5	3535.5	2210	3558	1397	2161.5
PU05618	UB52DPB05	5632	6663.5	9210.5	8294.5	2155.5	5343.5	1679.5	5547.5	4771.5	5184.5	8189.5	5525	2752.5	6657.5	3674	4616	5554.5	6237.5	3441	5485	3314	4433	2631	3012	7358	4615	3529.5	1269.5	4399	1338.5	2222.5	882.5	5210	4866	3533	3202.5	4097.5	2536.5	2978.5	1828.5
PU05426	UB50DPG05	1244	1449.5	1974	1799.5	643	1920.5	793.5	2294.5	997	914	1300.5	855.5	767	2361	1061	1193	1248	1462	908	1357.5	1289	3008.5	658.5	1460	1567	1116	797	342	607	384.5	480	185	929	890	831	247.5	1562	230	827	104.5
PU05252	UB40BPH09	1930.5	2086	3245	2592	143	369	181.5	879.5	1850.5	1453	1801.5	997	171.5	312	292	439	2046.5	1925	1474	1776.5	205	183.5	124	82.5	2179.5	1535.5	129	182	141.5	172	15.5	64	1302.5	1239.5	107.5	225	175	134.5	152.5	134
PU05060	UB39BPE09	58795.5	59137.5	65535	63846	1614	3596.5	1430.5	7164.5	49971.5	39405.5	65535	49480	1802.5	4131	2310	4262.5	47156.5	44111	44728	47771	2491	1360	1806.5	1018	64488	47410.5	1943.5	633	1738.5	802.5	1347	404.5	47826	44332	2105	1254.5	2830	1094	1920	606
PU05246	UB40BPH02	2032	2400.5	3097.5	2643	10.5	31	34.5	970	1701.5	1469.5	1626.5	997.5	18	19	169.5	505	2010.5	2078.5	1257	1835.5	92.5	24.5	17.5	2	2233.5	1662.5	79.5	29.5	36	74	0	13.5	1056.5	1241	43.5	42.5	128	41.5	48.5	10.5
PU05054	UB39BPE03	4503	5859	7713.5	6492.5	3714.5	6324	3789	9047	4444.5	4330.5	3613.5	2350	3629	6067	4489	4539	5006	5490.5	3108.5	4409	4817.5	6995.5	4415	5998	4337	3580.5	3971.5	5563	3235	3878	2928.5	4179	2144	2735.5	3188	7248	4986.5	7329	4543	6072
PU05240	UB40BPG07	6428.5	6907	7923	7438.5	709.5	1605	460	3942.5	4726	4016	4494.5	2879.5	1094.5	2676	1574.5	3686	5287.5	5072	4449.5	5699.5	2586	591.5	817.5	140.5	6598	4362	843.5	87.5	1483	86.5	825.5	22.5	3448.5	3097	931	222.5	1824.5	132.5	984.5	70.5
PU05048	UB39BPD07	28123.5	25862.5	39049	26847.5	683	798.5	473.5	864	21236	15493	27906.5	16642	1047	1164	1451.5	751.5	19096.5	17850.5	19075	21138.5	2200	2698	744.5	702	28633.5	18468	865.5	1192	1335.5	1575.5	651.5	1015.5	20531.5	17273.5	968.5	1929.5	1234.5	1471	920.5	1134.5
PU05234	UB40BPF09	6768	9684	11942.5	11482.5	4698.5	9778	4312.5	25099.5	5716.5	5221	4574.5	3643.5	7283.5	15415.5	8403.5	17956	5624	5230.5	3953.5	5256	13530	1854.5	5136.5	820.5	6804	4205	5264	200.5	8067	225	4044.5	167	4206.5	3197	6506	867.5	11471	553.5	6711.5	620
